                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                0.39188,                0.21625,                0.82371,                0.94071,                0.85619,                0.94787,                 0.6682,                0.90963,                0.48447,                 1.0513,               0.003961,               0.003961,               0.003961
                    125,                0.39089,                0.21657,                0.82431,                0.93979,                0.85626,                0.94796,                0.66818,                0.90969,                0.48486,                 1.0514,              0.0039115,              0.0039115,              0.0039115
                    126,                0.38884,                0.21583,                0.82386,                0.94097,                0.85965,                0.95003,                0.66798,                0.90973,                0.48545,                 1.0517,               0.003862,               0.003862,               0.003862
                    127,                0.38972,                0.21544,                0.82375,                0.94049,                0.85939,                0.94984,                 0.6679,                0.90946,                0.48585,                 1.0515,              0.0038125,              0.0038125,              0.0038125
                    128,                0.38903,                0.21553,                0.82297,                0.94096,                0.85883,                0.94952,                0.66773,                0.90967,                0.48585,                 1.0513,               0.003763,               0.003763,               0.003763
                    129,                0.38782,                0.21468,                0.82249,                0.94075,                0.85908,                0.94949,                 0.6674,                0.90975,                0.48563,                 1.0514,              0.0037135,              0.0037135,              0.0037135
                    130,                0.38604,                0.21381,                 0.8222,                0.94077,                0.85899,                0.94973,                0.66711,                0.91049,                  0.486,                 1.0511,               0.003664,               0.003664,               0.003664
                    131,                0.38643,                0.21414,                0.82261,                0.95885,                0.84078,                0.94966,                0.66815,                0.91035,                0.48526,                 1.0508,              0.0036145,              0.0036145,              0.0036145
                    132,                0.38592,                0.21389,                 0.8245,                0.95894,                0.84032,                0.94965,                 0.6678,                0.91037,                0.48511,                 1.0507,               0.003565,               0.003565,               0.003565
                    133,                0.38364,                0.21199,                0.82116,                0.94112,                 0.8578,                0.95007,                0.66875,                0.91029,                0.48546,                 1.0503,              0.0035155,              0.0035155,              0.0035155
